""ID"",""DepartmentID"",""Department"",""ZipCode"",""EmployeeCount""
""467"",""370"",""Corrections                   "",""40241"",""2""
""468"",""370"",""Corrections                   "",""40243"",""1""
""469"",""370"",""Corrections                   "",""40245"",""2""
""470"",""370"",""Corrections                   "",""40258"",""25""
""471"",""370"",""Corrections                   "",""40272       "",""10""
""472"",""370"",""Corrections                   "",""40291"",""15""
""473"",""370"",""Corrections                   "",""40299"",""6""
""474"",""370"",""Corrections                   "",""42553"",""1""
""475"",""370"",""Corrections                   "",""42701"",""3""
""476"",""370"",""Corrections                   "",""42726"",""1""
""477"",""370"",""Corrections                   "",""42754"",""1""
""478"",""370"",""Corrections                   "",""47111"",""6""
""479"",""370"",""Corrections                   "",""47112"",""3""
""480"",""370"",""Corrections                   "",""47112-7265"",""1""
""481"",""370"",""Corrections                   "",""47117"",""1""
""482"",""370"",""Corrections                   "",""47119"",""1""
""483"",""370"",""Corrections                   "",""47122       "",""3""
""484"",""370"",""Corrections                   "",""47124       "",""2""
""485"",""370"",""Corrections                   "",""47129"",""3""
""486"",""370"",""Corrections                   "",""47130"",""7""
""487"",""370"",""Corrections                   "",""47141"",""3""
""488"",""370"",""Corrections                   "",""47150"",""5""
""489"",""370"",""Corrections                   "",""47163"",""1""
""490"",""370"",""Corrections                   "",""47165"",""1""
""491"",""370"",""Corrections                   "",""47167"",""1""
""492"",""370"",""Corrections                   "",""47170       "",""2""
""493"",""370"",""Corrections                   "",""47172"",""2""
""494"",""370"",""Corrections                   "",""47175"",""1""
""495"",""370"",""Corrections                   "",""47250"",""1""
""496"",""375"",""Youth Transitional Services"",""40206       "",""1""
""497"",""375"",""Youth Transitional Services"",""40207       "",""1""
""498"",""375"",""Youth Transitional Services"",""40211"",""4""
""499"",""375"",""Youth Transitional Services"",""40214"",""1""
""500"",""375"",""Youth Transitional Services"",""40215"",""1""
""501"",""375"",""Youth Transitional Services"",""40216"",""3""
""502"",""375"",""Youth Transitional Services"",""40228"",""1""
""503"",""375"",""Youth Transitional Services"",""40229       "",""1""
""504"",""375"",""Youth Transitional Services"",""40258"",""2""
""505"",""375"",""Youth Transitional Services"",""40272"",""1""
""506"",""375"",""Youth Transitional Services"",""40291"",""1""
""507"",""380"",""Metro Criminal Justice Comm   "",""40047"",""1""
""508"",""380"",""Metro Criminal Justice Comm   "",""40214"",""1""
""509"",""380"",""Metro Criminal Justice Comm   "",""40299"",""1""
""510"",""410"",""PW&A - Streets and Roads"",""40004"",""1""
""511"",""410"",""PW&A - Streets and Roads"",""40013"",""1""
""512"",""410"",""PW&A - Streets and Roads"",""40031"",""1""
""513"",""410"",""PW&A - Streets and Roads"",""40047"",""2""
""514"",""410"",""PW&A - Streets and Roads"",""40059"",""2""
""515"",""410"",""PW&A - Streets and Roads"",""40065"",""1""
""516"",""410"",""PW&A - Streets and Roads"",""40067"",""1""
""517"",""410"",""PW&A - Streets and Roads"",""40069"",""1""
""518"",""410"",""PW&A - Streets and Roads"",""40070"",""1""
""519"",""410"",""PW&A - Streets and Roads"",""40071"",""3""
""520"",""410"",""PW&A - Streets and Roads"",""40077       "",""1""
""521"",""410"",""PW&A - Streets and Roads"",""40108"",""1""
""522"",""410"",""PW&A - Streets and Roads"",""40109"",""1""
""523"",""410"",""PW&A - Streets and Roads"",""40118"",""3""
""524"",""410"",""PW&A - Streets and Roads"",""40152"",""1""
""525"",""410"",""PW&A - Streets and Roads"",""40165"",""13""
""526"",""410"",""PW&A - Streets and Roads"",""40203"",""2""
""527"",""410"",""PW&A - Streets and Roads"",""40204"",""2""
""528"",""410"",""PW&A - Streets and Roads"",""40205       "",""4""
""529"",""410"",""PW&A - Streets and Roads"",""40205-2112"",""1""
""530"",""410"",""PW&A - Streets and Roads"",""40207"",""2""
""531"",""410"",""PW&A - Streets and Roads"",""40208       "",""1""
""532"",""410"",""PW&A - Streets and Roads"",""40210"",""1""
""533"",""410"",""PW&A - Streets and Roads"",""40211       "",""6""
""534"",""410"",""PW&A - Streets and Roads"",""40212       "",""1""
""535"",""410"",""PW&A - Streets and Roads"",""40213"",""3""
""536"",""410"",""PW&A - Streets and Roads"",""40214       "",""6""
""537"",""410"",""PW&A - Streets and Roads"",""40215"",""4""
""538"",""410"",""PW&A - Streets and Roads"",""40216"",""5""
""539"",""410"",""PW&A - Streets and Roads"",""40217"",""5""
""540"",""410"",""PW&A - Streets and Roads"",""40218       "",""3""
""541"",""410"",""PW&A - Streets and Roads"",""40219       "",""5""
""542"",""410"",""PW&A - Streets and Roads"",""40220"",""3""
""543"",""410"",""PW&A - Streets and Roads"",""40223       "",""1""
""544"",""410"",""PW&A - Streets and Roads"",""40228       "",""3""
""545"",""410"",""PW&A - Streets and Roads"",""40229"",""7""
""546"",""410"",""PW&A - Streets and Roads"",""40241       "",""1""
""547"",""410"",""PW&A - Streets and Roads"",""40242       "",""1""
""548"",""410"",""PW&A - Streets and Roads"",""40243"",""1""
""549"",""410"",""PW&A - Streets and Roads"",""40245"",""2""
""550"",""410"",""PW&A - Streets and Roads"",""40258"",""7""
""551"",""410"",""PW&A - Streets and Roads"",""40272"",""8""
""552"",""410"",""PW&A - Streets and Roads"",""40291       "",""3""
""553"",""410"",""PW&A - Streets and Roads"",""40299"",""8""
""554"",""410"",""PW&A - Streets and Roads"",""40324       "",""1""
""555"",""410"",""PW&A - Streets and Roads"",""40342"",""1""
""556"",""410"",""PW&A - Streets and Roads"",""41008"",""1""
""557"",""410"",""PW&A - Streets and Roads"",""42729"",""1""
""558"",""410"",""PW&A - Streets and Roads"",""47106"",""1""
""559"",""410"",""PW&A - Streets and Roads"",""47119       "",""1""
""560"",""410"",""PW&A - Streets and Roads"",""47122"",""2""
""561"",""410"",""PW&A - Streets and Roads"",""47130"",""1""
""562"",""410"",""PW&A - Streets and Roads"",""47138"",""1""
""563"",""410"",""PW&A - Streets and Roads"",""47150"",""1""
""564"",""415"",""PW&A - Solid Waste Mgmt Srvs"","" "",""1""
""565"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40047"",""3""
""566"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40109"",""1""
""567"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40118"",""2""
""568"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40165       "",""2""
""569"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40175"",""1""
""570"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40177"",""1""
""571"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40202"",""1""
""572"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40203"",""6""
""573"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40204"",""2""
""574"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40205"",""1""
""575"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40208"",""3""
""576"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40210"",""9""
""577"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40211       "",""21""
""578"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40212       "",""6""
""579"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40213       "",""1""
""580"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40214"",""9""
""581"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40215       "",""9""
""582"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40216       "",""28""
""583"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40217"",""1""
""584"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40218"",""5""
""585"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40219"",""5""
""586"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40220       "",""1""
""587"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40223"",""1""
""588"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40228"",""4""
""589"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40229"",""1""
""590"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40241"",""2""
""591"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40258"",""10""
""592"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""40291"",""3""
""593"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""42701"",""1""
""594"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""47130"",""1""
""595"",""415"",""PW&A - Solid Waste Mgmt Srvs"",""47150"",""1""
""596"",""430"",""Metro Animal Services         "",""40047"",""1""
""597"",""430"",""Metro Animal Services         "",""40065"",""1""
""598"",""430"",""Metro Animal Services         "",""40204"",""2""
""599"",""430"",""Metro Animal Services         "",""40205"",""2""
""600"",""430"",""Metro Animal Services         "",""40210"",""1""
""601"",""430"",""Metro Animal Services         "",""40213       "",""1""
""602"",""430"",""Metro Animal Services         "",""40214"",""5""
""603"",""430"",""Metro Animal Services         "",""40215"",""2""
""604"",""430"",""Metro Animal Services         "",""40216"",""2""
""605"",""430"",""Metro Animal Services         "",""40217"",""2""
""606"",""430"",""Metro Animal Services         "",""40272"",""3""
""607"",""430"",""Metro Animal Services         "",""40291"",""1""
""608"",""430"",""Metro Animal Services         "",""40299"",""1""
""609"",""430"",""Metro Animal Services         "",""45011"",""1""
""610"",""430"",""Metro Animal Services         "",""47111"",""1""
""611"",""430"",""Metro Animal Services         "",""47130"",""2""
""612"",""505"",""Economic Development - MDA"",""40205       "",""5""
""613"",""505"",""Economic Development - MDA"",""40218"",""1""
""614"",""506"",""Develop Louisville"",""40059"",""1""
""615"",""506"",""Develop Louisville"",""40203"",""2""
""616"",""506"",""Develop Louisville"",""40204       "",""4""
""617"",""506"",""Develop Louisville"",""40205"",""3""
""618"",""506"",""Develop Louisville"",""40206       "",""3""
""619"",""506"",""Develop Louisville"",""40207       "",""2""
""620"",""506"",""Develop Louisville"",""40208       "",""2""
""621"",""506"",""Develop Louisville"",""40211"",""1""
""622"",""506"",""Develop Louisville"",""40213       "",""1""
""623"",""506"",""Develop Louisville"",""40214       "",""2""
""624"",""506"",""Develop Louisville"",""40215       "",""3""
""625"",""506"",""Develop Louisville"",""40216"",""2""
""626"",""506"",""Develop Louisville"",""40217"",""5""
""627"",""506"",""Develop Louisville"",""40218       "",""1""
""628"",""506"",""Develop Louisville"",""40219       "",""2""
""629"",""506"",""Develop Louisville"",""40220       "",""6""
""630"",""506"",""Develop Louisville"",""40223"",""1""
""631"",""506"",""Develop Louisville"",""40228"",""2""
""632"",""506"",""Develop Louisville"",""40229"",""1""
""633"",""506"",""Develop Louisville"",""40241"",""2""
""634"",""506"",""Develop Louisville"",""40242"",""2""
""635"",""506"",""Develop Louisville"",""40243"",""1""
""636"",""506"",""Develop Louisville"",""40272       "",""1""
""637"",""506"",""Develop Louisville"",""40291"",""3""
""638"",""506"",""Develop Louisville"",""40299       "",""1""
""639"",""506"",""Develop Louisville"",""47130"",""2""
""640"",""506"",""Develop Louisville"",""47164"",""1""
""641"",""520"",""Codes & Regulations"",""40047"",""3""
""642"",""520"",""Codes & Regulations"",""40068"",""1""
""643"",""520"",""Codes & Regulations"",""40118       "",""1""
""644"",""520"",""Codes & Regulations"",""40165"",""1""
""645"",""520"",""Codes & Regulations"",""40175"",""1""
""646"",""520"",""Codes & Regulations"",""40203"",""1""
""647"",""520"",""Codes & Regulations"",""40204       "",""2""
""648"",""520"",""Codes & Regulations"",""40205       "",""5""
""649"",""520"",""Codes & Regulations"",""40206"",""2""
""650"",""520"",""Codes & Regulations"",""40208"",""1""
""651"",""520"",""Codes & Regulations"",""40210"",""2""
""652"",""520"",""Codes & Regulations"",""40211"",""8""
""653"",""520"",""Codes & Regulations"",""40212       "",""2""
""654"",""520"",""Codes & Regulations"",""40213"",""3""
""655"",""520"",""Codes & Regulations"",""40214"",""1""
""656"",""520"",""Codes & Regulations"",""40215"",""1""
""657"",""520"",""Codes & Regulations"",""40216"",""11""
""658"",""520"",""Codes & Regulations"",""40217"",""3""
""659"",""520"",""Codes & Regulations"",""40218       "",""3""
""660"",""520"",""Codes & Regulations"",""40219       "",""3""
""661"",""520"",""Codes & Regulations"",""40220       "",""4""
""662"",""520"",""Codes & Regulations"",""40228"",""3""
""663"",""520"",""Codes & Regulations"",""40229       "",""2""
""664"",""520"",""Codes & Regulations"",""40241       "",""1""
""665"",""520"",""Codes & Regulations"",""40245       "",""2""
""666"",""520"",""Codes & Regulations"",""40258       "",""2""
""667"",""520"",""Codes & Regulations"",""40272       "",""5""
""668"",""520"",""Codes & Regulations"",""40291"",""3""
""669"",""520"",""Codes & Regulations"",""40299       "",""3""
""670"",""520"",""Codes & Regulations"",""47130"",""2""
""671"",""520"",""Codes & Regulations"",""47150"",""1""
""672"",""520"",""Codes & Regulations"",""47172"",""1""
""673"",""535"",""Economic Development - APCD"",""40013"",""1""
""674"",""535"",""Economic Development - APCD"",""40023       "",""1""
""675"",""535"",""Economic Development - APCD"",""40202"",""1""
""676"",""535"",""Economic Development - APCD"",""40205"",""3""
""677"",""535"",""Economic Development - APCD"",""40206"",""2""
""678"",""535"",""Economic Development - APCD"",""40207"",""6""
""679"",""535"",""Economic Development - APCD"",""40211       "",""1""
""680"",""535"",""Economic Development - APCD"",""40212       "",""1""
""681"",""535"",""Economic Development - APCD"",""40215       "",""1""
""682"",""535"",""Economic Development - APCD"",""40216       "",""2""
""683"",""535"",""Economic Development - APCD"",""40217       "",""1""
""684"",""535"",""Economic Development - APCD"",""40220"",""2""
""685"",""535"",""Economic Development - APCD"",""40228       "",""1""
""686"",""535"",""Economic Development - APCD"",""40241"",""1""
""687"",""535"",""Economic Development - APCD"",""40243"",""1""
""688"",""535"",""Economic Development - APCD"",""40245"",""1""
""689"",""535"",""Economic Development - APCD"",""40258"",""1""
""690"",""535"",""Economic Development - APCD"",""40272       "",""1""
""691"",""535"",""Economic Development - APCD"",""40272-3351"",""1""
""692"",""535"",""Economic Development - APCD"",""47124"",""1""
""693"",""535"",""Economic Development - APCD"",""47130"",""1""
""694"",""605"",""Public Health & Wellness"",""40004       "",""1""
""695"",""605"",""Public Health & Wellness"",""40026"",""1""
""696"",""605"",""Public Health & Wellness"",""40047"",""3""
""697"",""605"",""Public Health & Wellness"",""40059       "",""1""
""698"",""605"",""Public Health & Wellness"",""40068"",""1""
""699"",""605"",""Public Health & Wellness"",""40118       "",""2""
""700"",""605"",""Public Health & Wellness"",""40165"",""2""
""701"",""605"",""Public Health & Wellness"",""40203"",""2""
""702"",""605"",""Public Health & Wellness"",""40205"",""2""
""703"",""605"",""Public Health & Wellness"",""40206       "",""2""
""704"",""605"",""Public Health & Wellness"",""40207"",""3""
""705"",""605"",""Public Health & Wellness"",""40208       "",""2""
""706"",""605"",""Public Health & Wellness"",""40210       "",""3""
""707"",""605"",""Public Health & Wellness"",""40211       "",""9""
""708"",""605"",""Public Health & Wellness"",""40212"",""1""
""709"",""605"",""Public Health & Wellness"",""40213       "",""1""
""710"",""605"",""Public Health & Wellness"",""40214       "",""5""
""711"",""605"",""Public Health & Wellness"",""40215       "",""3""
""712"",""605"",""Public Health & Wellness"",""40216"",""7""
""713"",""605"",""Public Health & Wellness"",""40217       "",""5""
""714"",""605"",""Public Health & Wellness"",""40218       "",""2""
""715"",""605"",""Public Health & Wellness"",""40219"",""1""
""716"",""605"",""Public Health & Wellness"",""40220"",""1""
""717"",""605"",""Public Health & Wellness"",""40222       "",""3""
""718"",""605"",""Public Health & Wellness"",""40223"",""1""
""719"",""605"",""Public Health & Wellness"",""40228"",""1""
""720"",""605"",""Public Health & Wellness"",""40229"",""2""
""721"",""605"",""Public Health & Wellness"",""40241"",""3""
""722"",""605"",""Public Health & Wellness"",""40242       "",""1""
""723"",""605"",""Public Health & Wellness"",""40243"",""1""
""724"",""605"",""Public Health & Wellness"",""40245"",""2""
""725"",""605"",""Public Health & Wellness"",""40258"",""5""
""726"",""605"",""Public Health & Wellness"",""40272"",""4""
""727"",""605"",""Public Health & Wellness"",""40291"",""3""
""728"",""605"",""Public Health & Wellness"",""40299"",""5""
""729"",""605"",""Public Health & Wellness"",""40601"",""1""
""730"",""605"",""Public Health & Wellness"",""42743"",""1""
""731"",""605"",""Public Health & Wellness"",""47112"",""1""
""732"",""605"",""Public Health & Wellness"",""47122"",""1""
""733"",""605"",""Public Health & Wellness"",""47130"",""2""
""734"",""605"",""Public Health & Wellness"",""47150"",""6""
""735"",""605"",""Public Health & Wellness"",""47170       "",""1""
""736"",""605"",""Public Health & Wellness"",""47172"",""3""
""737"",""610"",""Safe & Healthy Neighborhoods"",""40208"",""2""
""738"",""610"",""Safe & Healthy Neighborhoods"",""40216"",""2""
""739"",""615"",""Resilience & Community Srvcs"",""40014"",""1""
""740"",""615"",""Resilience & Community Srvcs"",""40047"",""1""
""741"",""615"",""Resilience & Community Srvcs"",""40203"",""1""
""742"",""615"",""Resilience & Community Srvcs"",""40204       "",""3""
""743"",""615"",""Resilience & Community Srvcs"",""40205"",""3""
""744"",""615"",""Resilience & Community Srvcs"",""40206"",""2""
""745"",""615"",""Resilience & Community Srvcs"",""40207"",""2""
""746"",""615"",""Resilience & Community Srvcs"",""40210       "",""4""
""747"",""615"",""Resilience & Community Srvcs"",""40211       "",""7""
""748"",""615"",""Resilience & Community Srvcs"",""40212       "",""3""
""749"",""615"",""Resilience & Community Srvcs"",""40214       "",""4""
""750"",""615"",""Resilience & Community Srvcs"",""40215       "",""2""
""751"",""615"",""Resilience & Community Srvcs"",""40216"",""9""
""752"",""615"",""Resilience & Community Srvcs"",""40217       "",""2""
""753"",""615"",""Resilience & Community Srvcs"",""40218"",""7""
""754"",""615"",""Resilience & Community Srvcs"",""40219"",""2""
""755"",""615"",""Resilience & Community Srvcs"",""40220"",""1""
""756"",""615"",""Resilience & Community Srvcs"",""40222"",""2""
""757"",""615"",""Resilience & Community Srvcs"",""40223"",""1""
""758"",""615"",""Resilience & Community Srvcs"",""40228"",""1""
""759"",""615"",""Resilience & Community Srvcs"",""40229       "",""2""
""760"",""615"",""Resilience & Community Srvcs"",""40241       "",""2""
""761"",""615"",""Resilience & Community Srvcs"",""40242"",""1""
""762"",""615"",""Resilience & Community Srvcs"",""40243       "",""1""
""763"",""615"",""Resilience & Community Srvcs"",""40245"",""2""
""764"",""615"",""Resilience & Community Srvcs"",""40258"",""2""
""765"",""615"",""Resilience & Community Srvcs"",""40272       "",""3""
""766"",""615"",""Resilience & Community Srvcs"",""40299"",""3""
""767"",""615"",""Resilience & Community Srvcs"",""47150"",""2""
""768"",""705"",""Metro Parks & Recreation"",""40014"",""4""
""769"",""705"",""Metro Parks & Recreation"",""40023"",""1""
""770"",""705"",""Metro Parks & Recreation"",""40031       "",""1""
""771"",""705"",""Metro Parks & Recreation"",""40047"",""2""
""772"",""705"",""Metro Parks & Recreation"",""40065"",""1""
""773"",""705"",""Metro Parks & Recreation"",""40067"",""2""
""774"",""705"",""Metro Parks & Recreation"",""40071"",""1""
""775"",""705"",""Metro Parks & Recreation"",""40108       "",""1""
""776"",""705"",""Metro Parks & Recreation"",""40109"",""1""
""777"",""705"",""Metro Parks & Recreation"",""40115"",""1""
""778"",""705"",""Metro Parks & Recreation"",""40118       "",""5""
""779"",""705"",""Metro Parks & Recreation"",""40165"",""4""
""780"",""705"",""Metro Parks & Recreation"",""40202"",""3""
""781"",""705"",""Metro Parks & Recreation"",""40203"",""2""
""782"",""705"",""Metro Parks & Recreation"",""40204"",""7""
""783"",""705"",""Metro Parks & Recreation"",""40205"",""9""
""784"",""705       "",""Metro Parks & Recreation"",""40206       "",""7""
""785"",""705"",""Metro Parks & Recreation"",""40206-1476"",""1""
""786"",""705"",""Metro Parks & Recreation"",""40207"",""5""
""787"",""705"",""Metro Parks & Recreation"",""40208"",""3""
""788"",""705"",""Metro Parks & Recreation"",""40210"",""3""
""789"",""705"",""Metro Parks & Recreation"",""40211       "",""10""
""790"",""705"",""Metro Parks & Recreation"",""40212"",""5""
""791"",""705"",""Metro Parks & Recreation"",""40213"",""1""
""792"",""705"",""Metro Parks & Recreation"",""40214"",""12""
""793"",""705"",""Metro Parks & Recreation"",""40215"",""4""
""794"",""705"",""Metro Parks & Recreation"",""40216"",""17""
""795"",""705"",""Metro Parks & Recreation"",""40217       "",""6""
""796"",""705"",""Metro Parks & Recreation"",""40218"",""9""
""797"",""705"",""Metro Parks & Recreation"",""40219"",""2""
""798"",""705"",""Metro Parks & Recreation"",""40220"",""3""
""799"",""705"",""Metro Parks & Recreation"",""40222"",""2""
""800"",""705"",""Metro Parks & Recreation"",""40223       "",""2""
""801"",""705"",""Metro Parks & Recreation"",""40228       "",""2""
""802"",""705"",""Metro Parks & Recreation"",""40229"",""4""
""803"",""705"",""Metro Parks & Recreation"",""40241"",""3""
""804"",""705"",""Metro Parks & Recreation"",""40242       "",""1""
""805"",""705"",""Metro Parks & Recreation"",""40243"",""2""
""806"",""705       "",""Metro Parks & Recreation"",""40245       "",""1""
""807"",""705"",""Metro Parks & Recreation"",""40258"",""4""
""808"",""705"",""Metro Parks & Recreation"",""40272"",""7""
""809"",""705"",""Metro Parks & Recreation"",""40291"",""1""
""810"",""705"",""Metro Parks & Recreation"",""40299"",""5""
""811"",""705"",""Metro Parks & Recreation"",""40379"",""1""
""812"",""705"",""Metro Parks & Recreation"",""42701"",""1""
""813"",""705"",""Metro Parks & Recreation"",""47119"",""1""
""814"",""705"",""Metro Parks & Recreation"",""47130"",""1""
""815"",""705"",""Metro Parks & Recreation"",""47150"",""2""
""816"",""730"",""Library                       "",""40014       "",""1""
""817"",""730"",""Library                       "",""40047"",""1""
""818"",""730"",""Library                       "",""40059"",""2""
""819"",""730"",""Library                       "",""40107"",""1""
""820"",""730"",""Library                       "",""40165"",""2""
""821"",""730"",""Library                       "",""40202"",""2""
""822"",""730"",""Library                       "",""40203"",""8""
""823"",""730"",""Library                       "",""40204       "",""12""
""824"",""730"",""Library                       "",""40205"",""6""
""825"",""730"",""Library                       "",""40206       "",""16""
""826"",""730"",""Library                       "",""40207"",""12""
""827"",""730"",""Library                       "",""40208       "",""4""
""828"",""730"",""Library                       "",""40210"",""2""
""829"",""730"",""Library                       "",""40211"",""3""
""830"",""730"",""Library                       "",""40212-2926"",""1""
""831"",""730"",""Library                       "",""40213"",""7""
""832"",""730"",""Library                       "",""40214       "",""12""
""833"",""730"",""Library                       "",""40215"",""4""
""834"",""730"",""Library                       "",""40216       "",""5""
""835"",""730"",""Library                       "",""40217"",""11""
""836"",""730"",""Library                       "",""40218"",""1""
""837"",""730"",""Library                       "",""40219"",""7""
""838"",""730"",""Library                       "",""40220       "",""11""
""839"",""730"",""Library                       "",""40222       "",""4""
""840"",""730"",""Library                       "",""40228"",""6""
""841"",""730"",""Library                       "",""40229"",""3""
""842"",""730"",""Library                       "",""40241"",""3""
""843"",""730"",""Library                       "",""40242       "",""1""
""844"",""730"",""Library                       "",""40245"",""2""
""845"",""730"",""Library                       "",""40258       "",""2""
""846"",""730"",""Library                       "",""40272"",""8""
""847"",""730"",""Library                       "",""40291"",""6""
""848"",""730"",""Library                       "",""40299"",""3""
""849"",""730"",""Library                       "",""42701"",""1""
""850"",""730"",""Library                       "",""47129"",""1""
""851"",""730"",""Library                       "",""47130       "",""2""
""852"",""730"",""Library                       "",""47150"",""2""
""853"",""730"",""Library                       "",""47172"",""2""
""854"",""730"",""Library                       "",""47250       "",""1""
""855"",""735"",""Zoo                           "",""40004"",""1""
""856"",""735"",""Zoo                           "",""40013"",""1""
""857"",""735"",""Zoo                           "",""40014       "",""1""
""858"",""735"",""Zoo                           "",""40023       "",""1""
""859"",""735"",""Zoo                           "",""40031"",""2""
""860"",""735"",""Zoo                           "",""40047"",""1""
""861"",""735"",""Zoo                           "",""40051"",""1""
""862"",""735"",""Zoo                           "",""40056"",""1""
""863"",""735"",""Zoo                           "",""40059"",""1""
""864"",""735"",""Zoo                           "",""40065"",""2""
""865"",""735"",""Zoo                           "",""40067"",""1""
""866"",""735"",""Zoo                           "",""40071       "",""1""
""867"",""735"",""Zoo                           "",""40077       "",""1""
""868"",""735"",""Zoo                           "",""40109"",""1""
""869"",""735"",""Zoo                           "",""40118"",""2""
""870"",""735"",""Zoo                           "",""40162"",""1""
""871"",""735"",""Zoo                           "",""40165"",""3""
""872"",""735"",""Zoo                           "",""40204"",""1""
""873"",""735"",""Zoo                           "",""40205"",""7""
""874"",""735"",""Zoo                           "",""40206       "",""2""
""875"",""735"",""Zoo                           "",""40207"",""2""
""876"",""735"",""Zoo                           "",""40213"",""8""
""877"",""735"",""Zoo                           "",""40214       "",""5""
""878"",""735"",""Zoo                           "",""40215"",""2""
""879"",""735"",""Zoo                           "",""40216"",""5""
""880"",""735"",""Zoo                           "",""40217"",""5""
""881"",""735"",""Zoo                           "",""40218"",""1""
""882"",""735"",""Zoo                           "",""40219"",""1""
""883"",""735"",""Zoo                           "",""40220"",""3""
""884"",""735"",""Zoo                           "",""40222       "",""1""
""885"",""735"",""Zoo                           "",""40229       "",""2""
""886"",""735"",""Zoo                           "",""40241"",""2""
""887"",""735"",""Zoo                           "",""40243"",""2""
""888"",""735"",""Zoo                           "",""40245"",""2""
""889"",""735"",""Zoo                           "",""40272       "",""4""
""890"",""735"",""Zoo                           "",""40291"",""3""
""891"",""735"",""Zoo                           "",""40299       "",""6""
""892"",""735"",""Zoo                           "",""42701"",""1""
""893"",""735"",""Zoo                           "",""47122"",""1""
""894"",""735"",""Zoo                           "",""47124       "",""1""
""895"",""735"",""Zoo                           "",""47126"",""1""
""896"",""735"",""Zoo                           "",""47130"",""2""
""897"",""735"",""Zoo                           "",""47150"",""4""
""898"",""735"",""Zoo                           "",""47172"",""1""
""899"",""815"",""Coroner                       "",""40205       "",""1""
""900"",""815"",""Coroner                       "",""40219"",""1""
""901"",""815"",""Coroner                       "",""40220"",""2""
""902"",""815"",""Coroner                       "",""40228       "",""1""
""903"",""815"",""Coroner                       "",""40245"",""2""
""904"",""815"",""Coroner                       "",""40291       "",""2""
""905"",""815"",""Coroner                       "",""40299       "",""3""
""906"",""825"",""Commonwealth Attorney         "",""40204"",""1""
""907"",""825"",""Commonwealth Attorney         "",""40205       "",""1""
""908"",""825"",""Commonwealth Attorney         "",""40207"",""1""
""909"",""825"",""Commonwealth Attorney         "",""40213       "",""1""
""910"",""825"",""Commonwealth Attorney         "",""40218"",""1""
""911"",""825"",""Commonwealth Attorney         "",""40245"",""1""
""912"",""830"",""Other Officials               "",""40204       "",""1""
""913"",""830"",""Other Officials               "",""40207       "",""1""
""914"",""830"",""Other Officials               "",""40210"",""1""
""915"",""830"",""Other Officials               "",""47130       "",""1""
""916"",""835"",""County Attorney               "",""40059"",""1""
""917"",""835"",""County Attorney               "",""40071"",""1""
""918"",""835"",""County Attorney               "",""40165"",""3""
""919"",""835"",""County Attorney               "",""40203"",""1""
""920"",""835"",""County Attorney               "",""40204"",""2""
""921"",""835"",""County Attorney               "",""40205       "",""8""
""922"",""835"",""County Attorney               "",""40206       "",""7""
""923"",""835"",""County Attorney               "",""40207"",""9""
""924"",""835"",""County Attorney               "",""40210"",""1""
""925"",""835"",""County Attorney               "",""40213"",""1""
""926"",""835"",""County Attorney               "",""40217"",""1""
""927"",""835"",""County Attorney               "",""40219"",""1""
""928"",""835"",""County Attorney               "",""40222"",""1""
""929"",""835"",""County Attorney               "",""40229"",""1""
""930"",""835"",""County Attorney               "",""40241"",""3""
""931"",""835"",""County Attorney               "",""40245"",""2""
""932"",""835"",""County Attorney               "",""40258"",""5""
""933"",""835"",""County Attorney               "",""47112"",""1""
""934"",""950"",""Waterfront Development Corp"",""40014"",""1""
""935"",""950"",""Waterfront Development Corp"",""40065"",""1""
""936"",""950"",""Waterfront Development Corp"",""40204       "",""1""
""937"",""950"",""Waterfront Development Corp"",""40205"",""1""
