[Measurement conditions]
Sample identification,LA05_0R0_0R2a
Comment,
Anode material,Cu
K-Alpha1 wavelength,1.5405980
K-Alpha2 wavelength,1.5444260
Ratio K-Alpha2/K-Alpha1,0.500
Divergence slit,Fixed,0.38mm
Monochromator used,NO
Generator voltage, 45
Tube current, 40
File date and time,03-Apr-2019 14:21
Unit cell,
h k l, 0 0 0
Scan axis,Gonio
Scan range,3.010000000,74.990000000
Scan step size,0.0200000
No. of points, 3599
Scan type,CONTINUOUS
Time per step,10.160
[Scan points]
Angle,Intensity
29.160000000,358.4
29.180000000,402.7
29.200000000,393.9
29.220000000,386.0
29.240000000,371.5
29.260000000,390.1
29.280000000,371.8
29.300000000,382.8
29.320000000,366.4
29.340000000,341.7
29.360000000,348.2
29.380000000,372.3
29.400000000,331.6
29.420000000,366.3
29.440000000,330.7
29.460000000,354.5
29.480000000,342.2
29.500000000,327.0
29.520000000,333.7
29.540000000,335.6
29.560000000,350.8
29.580000000,357.8
29.600000000,328.3
29.620000000,367.3
29.640000000,327.8
29.660000000,360.5
29.680000000,350.9
29.700000000,314.7
29.720000000,363.2
29.740000000,383.3
29.760000000,353.5
29.780000000,338.8
29.800000000,348.4
29.820000000,344.4
29.840000000,403.8
29.860000000,370.7
29.880000000,371.9
29.900000000,414.0
29.920000000,385.2
29.940000000,399.7
29.960000000,354.4
29.980000000,345.9
30.000000000,353.4
30.020000000,356.9
30.040000000,360.4
30.060000000,334.5
30.080000000,367.3
30.100000000,367.3
30.120000000,314.6
30.140000000,336.2
30.160000000,301.0
30.180000000,332.7
30.200000000,314.7
30.220000000,332.5
30.240000000,358.1
30.260000000,316.8
30.280000000,307.2
30.300000000,318.1
30.320000000,305.5
30.340000000,287.4
30.360000000,304.2
30.380000000,308.1
30.400000000,324.9
30.420000000,285.5
30.440000000,312.0
30.460000000,317.4
30.480000000,299.4
30.500000000,302.2
30.520000000,306.7
30.540000000,285.1
30.560000000,313.5
30.580000000,312.1
30.600000000,309.7
30.620000000,320.3
30.640000000,311.2
30.660000000,302.0
30.680000000,288.4
30.700000000,302.9
30.720000000,308.2
30.740000000,307.6
30.760000000,286.6
30.780000000,302.6
30.800000000,308.0
30.820000000,308.9
30.840000000,321.3
30.860000000,292.0
30.880000000,268.1
30.900000000,337.8
30.920000000,296.3
30.940000000,304.5
30.960000000,312.3
30.980000000,293.2
31.000000000,297.3
31.020000000,340.8
31.040000000,287.2
31.060000000,304.4
31.080000000,285.3
31.100000000,336.5
31.120000000,300.5
31.140000000,294.5
31.160000000,305.9
31.180000000,284.6
31.200000000,286.9
31.220000000,331.4
31.240000000,292.4
31.260000000,318.1
31.280000000,305.2
31.300000000,324.8
31.320000000,331.9
31.340000000,286.9
31.360000000,319.2
31.380000000,333.9
31.400000000,303.4
31.420000000,285.2
31.440000000,317.8
31.460000000,291.8
31.480000000,296.0
31.500000000,290.7
31.520000000,302.0
31.540000000,290.3
31.560000000,281.5
31.580000000,286.4
31.600000000,288.2
31.620000000,292.2
31.640000000,257.4
31.660000000,287.3
31.680000000,252.8
31.700000000,255.8
31.720000000,271.9
31.740000000,258.3
31.760000000,290.8
31.780000000,273.6
31.800000000,274.3
31.820000000,276.7
31.840000000,270.6
31.860000000,258.8
31.880000000,251.6
31.900000000,297.8
31.920000000,282.9
31.940000000,280.7
31.960000000,283.8
31.980000000,265.2
32.000000000,299.3
32.020000000,281.9
32.040000000,297.0
32.060000000,261.7
32.080000000,262.8
32.100000000,289.1
32.120000000,266.9
32.140000000,255.8
32.160000000,263.2
32.180000000,264.1
32.200000000,259.9
32.220000000,262.6
32.240000000,250.4
32.260000000,241.8
32.280000000,278.3
32.300000000,233.7
32.320000000,243.1
32.340000000,208.7
32.360000000,228.8
32.380000000,222.6
32.400000000,256.8
32.420000000,245.4
32.440000000,226.7
32.460000000,257.2
32.480000000,236.2
32.500000000,222.8
32.520000000,233.4
32.540000000,201.2
32.560000000,222.6
32.580000000,213.8
32.600000000,206.6
32.620000000,210.4
32.640000000,190.9
32.660000000,227.0
32.680000000,235.1
32.700000000,205.3
32.720000000,201.4
32.740000000,219.9
32.760000000,217.5
32.780000000,203.9
32.800000000,209.8
32.820000000,189.9
32.840000000,186.9
32.860000000,210.0
32.880000000,191.7
32.900000000,209.5
32.920000000,216.3
32.940000000,203.2
32.960000000,233.3
32.980000000,204.9
33.000000000,185.9
33.020000000,231.7
33.040000000,190.6
33.060000000,199.4
33.080000000,211.1
33.100000000,194.4
33.120000000,187.9
33.140000000,199.5
33.160000000,220.2
33.180000000,219.4
33.200000000,226.2
33.220000000,218.4
33.240000000,214.7
33.260000000,234.8
33.280000000,201.5
33.300000000,201.5
33.320000000,206.6
33.340000000,215.6
33.360000000,212.1
33.380000000,200.8
33.400000000,199.7
33.420000000,228.9
33.440000000,205.7
33.460000000,230.0
33.480000000,228.3
33.500000000,208.1
33.520000000,199.0
33.540000000,210.0
33.560000000,232.4
33.580000000,215.0
33.600000000,233.2
33.620000000,216.9
33.640000000,209.2
33.660000000,222.7
33.680000000,210.7
33.700000000,204.6
33.720000000,236.0
33.740000000,214.9
33.760000000,178.7
33.780000000,201.0
33.800000000,203.7
33.820000000,205.3
33.840000000,193.1
33.860000000,205.9
33.880000000,185.8
33.900000000,207.9
33.920000000,192.0
33.940000000,190.4
33.960000000,178.9
33.980000000,213.8
34.000000000,216.0
34.020000000,179.2
34.040000000,207.9
34.060000000,204.5
34.080000000,169.2
34.100000000,204.9
34.120000000,203.9
34.140000000,188.9
34.160000000,179.4
34.180000000,204.2
34.200000000,191.7
34.220000000,212.2
34.240000000,190.1
34.260000000,183.0
34.280000000,174.6
34.300000000,213.2
34.320000000,201.6
34.340000000,197.4
34.360000000,222.7
34.380000000,209.4
34.400000000,212.9
34.420000000,225.5
34.440000000,242.2
34.460000000,244.1
34.480000000,235.7
34.500000000,270.6
34.520000000,279.1
34.540000000,311.6
34.560000000,336.4
34.580000000,331.6
34.600000000,368.0
34.620000000,384.6
34.640000000,396.2
34.660000000,396.0
34.680000000,389.3
34.700000000,437.1
34.720000000,450.9
34.740000000,466.7
34.760000000,444.6
34.780000000,474.9
34.800000000,443.5
34.820000000,480.6
34.840000000,523.7
34.860000000,480.4
34.880000000,513.7
34.900000000,508.9
34.920000000,553.9
34.940000000,546.7
34.960000000,553.7
34.980000000,607.0
35.000000000,606.2
35.020000000,655.5
35.040000000,666.6
35.060000000,655.6
35.080000000,607.6
35.100000000,605.7
35.120000000,611.2
35.140000000,595.7
35.160000000,542.8
35.180000000,533.2
35.200000000,474.0
35.220000000,461.7
35.240000000,446.0
35.260000000,419.9
35.280000000,399.7
35.300000000,379.5
35.320000000,374.2
35.340000000,377.7
35.360000000,358.6
35.380000000,321.9
35.400000000,302.8
35.420000000,310.9
35.440000000,295.0
35.460000000,338.0
35.480000000,314.2
35.500000000,305.8
35.520000000,308.5
35.540000000,327.1
35.560000000,329.4
35.580000000,314.4
35.600000000,276.9
35.620000000,302.5
35.640000000,327.8
35.660000000,314.3
35.680000000,298.0
35.700000000,291.4
35.720000000,335.0
35.740000000,325.7
35.760000000,352.9
35.780000000,341.8
35.800000000,348.0
35.820000000,356.7
35.840000000,327.2
35.860000000,320.8
35.880000000,343.1
35.900000000,366.8
35.920000000,354.5
35.940000000,371.7
35.960000000,348.6
35.980000000,363.8
36.000000000,372.0
36.020000000,314.7
36.040000000,320.6
36.060000000,358.6
36.080000000,339.0
36.100000000,334.1
36.120000000,329.2
36.140000000,319.8
36.160000000,290.7
36.180000000,285.4
36.200000000,272.8
36.220000000,310.2
36.240000000,296.7
36.260000000,286.1
36.280000000,272.4
36.300000000,285.3
36.320000000,266.8
36.340000000,270.1
36.360000000,271.2
36.380000000,256.7
36.400000000,268.1
36.420000000,260.2
36.440000000,272.4
36.460000000,292.6
36.480000000,291.9
36.500000000,271.8
36.520000000,315.4
36.540000000,302.8
36.560000000,337.2
36.580000000,359.7
36.600000000,379.8
36.620000000,350.0
36.640000000,350.1
36.660000000,332.7
36.680000000,331.4
36.700000000,319.6
36.720000000,285.0
36.740000000,298.7
36.760000000,284.7
36.780000000,263.1
36.800000000,292.4
36.820000000,270.5
36.840000000,251.4
36.860000000,272.8
36.880000000,287.0
36.900000000,255.6
36.920000000,252.8
36.940000000,272.4
36.960000000,265.9
36.980000000,260.3
37.000000000,270.3
37.020000000,258.0
37.040000000,275.7
37.060000000,290.0
37.080000000,255.6
37.100000000,254.3
37.120000000,258.6
37.140000000,267.6
37.160000000,238.0
37.180000000,275.9
37.200000000,277.2
37.220000000,221.8
37.240000000,237.7
37.260000000,257.9
37.280000000,266.8
37.300000000,263.3
37.320000000,248.3
37.340000000,259.9
37.360000000,248.1
37.380000000,252.8
37.400000000,265.4
37.420000000,254.4
37.440000000,288.4
37.460000000,296.0
37.480000000,281.6
37.500000000,282.9
37.520000000,316.8
37.540000000,308.7
37.560000000,317.3
37.580000000,315.7
37.600000000,301.0
37.620000000,314.3
37.640000000,317.0
37.660000000,306.0
37.680000000,307.2
37.700000000,315.0
37.720000000,343.9
37.740000000,338.5
37.760000000,330.5
37.780000000,362.3
37.800000000,339.2
37.820000000,367.7
37.840000000,356.6
37.860000000,355.7
37.880000000,357.1
37.900000000,352.5
37.920000000,357.4
37.940000000,335.9
37.960000000,336.6
37.980000000,314.2
38.000000000,296.5
38.020000000,326.2
38.040000000,308.5
38.060000000,286.6
38.080000000,286.1
38.100000000,278.4
38.120000000,271.6
38.140000000,268.9
38.160000000,253.8
38.180000000,270.0
38.200000000,274.0
38.220000000,289.1
38.240000000,277.7
38.260000000,279.0
38.280000000,271.4
38.300000000,285.2
38.320000000,251.5
38.340000000,276.0
38.360000000,252.6
38.380000000,254.3
38.400000000,272.9
38.420000000,257.9
38.440000000,250.7
38.460000000,253.8
38.480000000,254.4
38.500000000,231.9
38.520000000,263.8
38.540000000,238.7
38.560000000,238.0
38.580000000,252.1
38.600000000,239.0
38.620000000,219.6
38.640000000,236.1
38.660000000,252.6
38.680000000,222.4
38.700000000,233.2
38.720000000,226.3
38.740000000,231.9
38.760000000,208.0
38.780000000,212.4
38.800000000,223.1
38.820000000,209.4
38.840000000,208.5
38.860000000,201.4
38.880000000,205.4
38.900000000,197.0
38.920000000,196.8
38.940000000,188.3
38.960000000,191.3
38.980000000,204.0
39.000000000,202.0
39.020000000,213.5
39.040000000,219.1
39.060000000,217.6
39.080000000,218.8
39.100000000,179.3
39.120000000,204.3
39.140000000,234.7
39.160000000,222.3
39.180000000,220.1
39.200000000,216.7
39.220000000,194.1
39.240000000,184.4
39.260000000,215.0
39.280000000,207.5
39.300000000,187.3
39.320000000,203.5
39.340000000,194.6
39.360000000,194.0
39.380000000,204.2
39.400000000,209.5
39.420000000,207.5
39.440000000,219.2
39.460000000,219.8
39.480000000,233.4
39.500000000,230.5
39.520000000,249.2
39.540000000,268.8
39.560000000,251.8
39.580000000,238.5
39.600000000,237.9
39.620000000,214.2
39.640000000,209.1
39.660000000,210.5
39.680000000,192.2
39.700000000,208.2
39.720000000,182.5
39.740000000,186.5
39.760000000,166.5
39.780000000,171.3
39.800000000,167.3
39.820000000,158.0
39.840000000,164.5
39.860000000,172.0
39.880000000,175.7
39.900000000,184.3
39.920000000,199.1
39.940000000,168.1
39.960000000,191.3
39.980000000,188.0
40.000000000,199.9
40.020000000,180.3
40.040000000,195.5
40.060000000,207.0
40.080000000,221.7
40.100000000,213.3
40.120000000,235.0
40.140000000,236.2
40.160000000,206.0
40.180000000,231.4
40.200000000,210.8
40.220000000,194.6
40.240000000,226.8
40.260000000,229.7
40.280000000,245.1
40.300000000,228.0
40.320000000,233.4
40.340000000,233.7
40.360000000,242.5
40.380000000,229.7
40.400000000,222.7
40.420000000,237.3
40.440000000,235.8
40.460000000,198.6
40.480000000,188.2
40.500000000,203.0
40.520000000,177.3
40.540000000,174.8
40.560000000,169.6
40.580000000,200.2
40.600000000,207.3
40.620000000,191.1
40.640000000,186.7
40.660000000,179.5
40.680000000,201.9
40.700000000,170.7
40.720000000,194.9
40.740000000,181.2
40.760000000,188.6
40.780000000,194.0
40.800000000,180.4
40.820000000,202.7
40.840000000,192.7
40.860000000,199.5
40.880000000,197.8
40.900000000,191.9
40.920000000,218.6
40.940000000,190.7
40.960000000,192.6
40.980000000,165.0
41.000000000,180.6
41.020000000,192.2
41.040000000,227.3
41.060000000,211.0
41.080000000,232.1
41.100000000,212.3
41.120000000,198.3
41.140000000,209.3
41.160000000,187.6
41.180000000,195.5
41.200000000,192.4
41.220000000,190.6
41.240000000,209.1
41.260000000,183.4
41.280000000,197.4
41.300000000,191.0
41.320000000,197.4
41.340000000,194.1
41.360000000,209.1
41.380000000,196.6
41.400000000,209.6
41.420000000,199.6
41.440000000,193.3
41.460000000,195.9
41.480000000,179.7
41.500000000,214.4
41.520000000,209.6
41.540000000,178.3
41.560000000,192.0
41.580000000,201.1
41.600000000,187.6
41.620000000,198.8
41.640000000,204.3
41.660000000,196.7
41.680000000,179.0
41.700000000,198.1
41.720000000,182.0
41.740000000,186.9
41.760000000,198.4
41.780000000,201.7
41.800000000,220.9
41.820000000,191.9
41.840000000,186.0
41.860000000,213.9
41.880000000,217.1
41.900000000,190.2
41.920000000,195.7
41.940000000,203.5
41.960000000,192.6
41.980000000,233.8
42.000000000,225.8
42.020000000,206.1
42.040000000,222.9
42.060000000,226.0
42.080000000,218.2
42.100000000,224.8
42.120000000,209.8
42.140000000,236.8
42.160000000,237.1
42.180000000,218.9
42.200000000,220.3
42.220000000,224.4
42.240000000,254.2
42.260000000,232.4
42.280000000,229.7
42.300000000,236.4
42.320000000,294.9
42.340000000,244.4
42.360000000,259.9
42.380000000,261.7
42.400000000,240.4
42.420000000,260.6
42.440000000,268.3
42.460000000,270.1
42.480000000,297.2
42.500000000,274.9
42.520000000,278.9
42.540000000,273.2
42.560000000,242.9
42.580000000,238.2
42.600000000,251.8
42.620000000,263.6
42.640000000,266.5
42.660000000,211.0
42.680000000,227.4
42.700000000,231.7
42.720000000,211.1
42.740000000,205.0
42.760000000,193.4
42.780000000,222.5
42.800000000,197.0
42.820000000,196.0
42.840000000,186.4
42.860000000,182.8
42.880000000,193.1
42.900000000,194.2
42.920000000,209.4
42.940000000,183.7
42.960000000,176.0
42.980000000,210.0
43.000000000,201.4
43.020000000,205.6
43.040000000,188.0
43.060000000,190.9
43.080000000,188.9
43.100000000,165.7
43.120000000,183.9
43.140000000,190.3
43.160000000,180.4
43.180000000,174.7
43.200000000,174.1
43.220000000,180.7
43.240000000,180.1
43.260000000,176.2
43.280000000,174.2
43.300000000,186.6
43.320000000,189.2
43.340000000,163.8
43.360000000,173.6
43.380000000,163.0
43.400000000,199.3
43.420000000,199.9
43.440000000,196.1
43.460000000,179.9
43.480000000,159.4
43.500000000,183.5
43.520000000,160.7
43.540000000,177.4
43.560000000,176.8
43.580000000,202.0
43.600000000,174.4
43.620000000,164.2
43.640000000,187.3
43.660000000,197.4
43.680000000,186.6
43.700000000,191.6
43.720000000,190.2
43.740000000,179.0
43.760000000,194.0
43.780000000,192.5
43.800000000,176.0
43.820000000,193.0
43.840000000,211.5
43.860000000,177.1
43.880000000,189.8
43.900000000,191.4
43.920000000,213.1
43.940000000,205.7
43.960000000,211.0
43.980000000,172.0
44.000000000,205.6
44.020000000,196.9
44.040000000,181.4
44.060000000,210.8
44.080000000,180.3
44.100000000,192.7
44.120000000,186.0
44.140000000,198.6
44.160000000,180.0
44.180000000,186.5
44.200000000,194.9
44.220000000,192.1
44.240000000,227.8
44.260000000,197.6
44.280000000,199.5
44.300000000,201.5
44.320000000,203.3
44.340000000,203.4
44.360000000,207.6
44.380000000,208.6
44.400000000,186.9
44.420000000,197.5
44.440000000,200.6
44.460000000,214.2
44.480000000,219.7
44.500000000,203.6
44.520000000,226.8
44.540000000,220.0
44.560000000,216.0
44.580000000,236.2
44.600000000,220.7
44.620000000,215.9
44.640000000,209.3
44.660000000,257.4
44.680000000,266.7
44.700000000,241.0
44.720000000,271.4
44.740000000,243.9
44.760000000,262.4
44.780000000,262.2
44.800000000,247.7
44.820000000,277.6
44.840000000,295.0
44.860000000,295.1
44.880000000,311.5
44.900000000,308.4
44.920000000,316.8
44.940000000,321.3
44.960000000,345.6
44.980000000,351.9
45.000000000,387.3
45.020000000,377.9
45.040000000,393.2
45.060000000,422.1
45.080000000,429.9
45.100000000,418.2
45.120000000,473.1
45.140000000,491.2
45.160000000,534.7
45.180000000,529.2
45.200000000,581.2
45.220000000,588.6
45.240000000,605.6
45.260000000,671.8
45.280000000,707.4
45.300000000,643.0
45.320000000,715.4
45.340000000,734.6
45.360000000,753.7
45.380000000,736.2
45.400000000,722.4
45.420000000,745.2
45.440000000,777.3
45.460000000,741.5
45.480000000,698.1
45.500000000,759.1
45.520000000,655.7
45.540000000,688.0
45.560000000,679.6
45.580000000,596.9
45.600000000,559.9
45.620000000,588.5
45.640000000,563.8
45.660000000,519.7
45.680000000,501.6
45.700000000,497.5
45.720000000,465.8
45.740000000,477.4
45.760000000,503.7
45.780000000,474.7
45.800000000,422.7
45.820000000,423.9
45.840000000,427.3
45.860000000,412.5
45.880000000,403.2
45.900000000,391.4
45.920000000,371.8
45.940000000,360.9
45.960000000,361.2
45.980000000,338.9
46.000000000,328.5
46.020000000,350.5
46.040000000,286.5
46.060000000,343.6
46.080000000,305.6
46.100000000,304.6
46.120000000,268.8
46.140000000,291.9
46.160000000,259.4
46.180000000,278.8
46.200000000,264.6
46.220000000,243.3
46.240000000,253.6
46.260000000,229.9
46.280000000,244.1
46.300000000,237.7
46.320000000,263.7
46.340000000,258.1
46.360000000,245.9
46.380000000,246.5
46.400000000,221.6
46.420000000,224.9
46.440000000,238.8
46.460000000,236.1
46.480000000,210.1
46.500000000,210.4
46.520000000,224.2
46.540000000,255.2
46.560000000,210.7
46.580000000,204.1
46.600000000,186.0
46.620000000,207.4
46.640000000,200.8
46.660000000,212.4
46.680000000,196.5
46.700000000,206.4
46.720000000,205.6
46.740000000,188.0
46.760000000,203.8
46.780000000,205.1
46.800000000,191.1
46.820000000,205.2
46.840000000,184.5
46.860000000,177.5
46.880000000,183.5
46.900000000,190.5
46.920000000,166.0
46.940000000,181.4
46.960000000,177.3
46.980000000,186.2
47.000000000,165.5
47.020000000,169.0
47.040000000,163.1
47.060000000,167.5
47.080000000,161.4
47.100000000,164.4
47.120000000,156.6
47.140000000,170.0
47.160000000,167.0
47.180000000,164.8
47.200000000,156.6
47.220000000,150.8
47.240000000,162.2
47.260000000,153.7
47.280000000,152.1
47.300000000,147.3
47.320000000,179.2
47.340000000,166.5
47.360000000,156.3
47.380000000,133.7
47.400000000,145.5
47.420000000,163.7
47.440000000,152.5
47.460000000,137.2
47.480000000,147.3
47.500000000,141.2
47.520000000,163.8
47.540000000,148.0
47.560000000,148.0
47.580000000,136.2
47.600000000,159.4
47.620000000,172.7
47.640000000,129.0
47.660000000,159.0
47.680000000,156.5
47.700000000,156.8
47.720000000,156.0
47.740000000,167.7
47.760000000,148.7
47.780000000,158.2
47.800000000,147.3
47.820000000,150.9
47.840000000,167.8
47.860000000,160.3
47.880000000,144.2
47.900000000,162.4
47.920000000,161.2
47.940000000,183.1
47.960000000,153.6
47.980000000,187.9
48.000000000,200.4
48.020000000,186.2
48.040000000,206.2
48.060000000,203.8
48.080000000,194.6
48.100000000,204.2
48.120000000,191.2
48.140000000,171.8
48.160000000,193.2
48.180000000,187.2
48.200000000,215.4
48.220000000,168.7
48.240000000,174.7
48.260000000,155.4
48.280000000,180.3
48.300000000,142.3
48.320000000,156.5
48.340000000,142.9
48.360000000,163.5
48.380000000,160.4
48.400000000,147.8
48.420000000,148.5
48.440000000,140.8
48.460000000,135.4
48.480000000,154.3
48.500000000,151.3
48.520000000,160.3
48.540000000,145.3
48.560000000,177.8
48.580000000,134.0
48.600000000,129.0
48.620000000,157.4
48.640000000,157.1
48.660000000,158.1
48.680000000,126.6
48.700000000,133.3
48.720000000,152.5
48.740000000,131.1
48.760000000,129.5
48.780000000,150.7
48.800000000,150.6
48.820000000,140.2
48.840000000,132.0
48.860000000,139.0
48.880000000,132.1
48.900000000,144.8
48.920000000,140.1
48.940000000,162.8
48.960000000,141.4
48.980000000,142.4
49.000000000,141.7
49.020000000,156.3
49.040000000,143.2
49.060000000,146.3
49.080000000,137.0
49.100000000,149.2
49.120000000,158.8
49.140000000,133.7
49.160000000,160.0
49.180000000,140.6
49.200000000,139.1
49.220000000,142.9
49.240000000,132.3
49.260000000,134.4
49.280000000,144.9
49.300000000,147.4
49.320000000,157.5
49.340000000,139.5
49.360000000,111.6
49.380000000,141.5
49.400000000,148.3
49.420000000,134.6
49.440000000,140.6
49.460000000,147.3
49.480000000,157.0
49.500000000,139.4
49.520000000,124.0
49.540000000,144.1
49.560000000,143.2
49.580000000,162.2
49.600000000,143.9
49.620000000,158.3
49.640000000,151.7
49.660000000,131.0
49.680000000,161.0
49.700000000,154.1
49.720000000,127.2
49.740000000,116.2
49.760000000,138.5
49.780000000,145.7
49.800000000,158.0
49.820000000,161.5
49.840000000,129.0
49.860000000,142.3
49.880000000,126.8
49.900000000,135.9
49.920000000,138.0
49.940000000,141.0
49.960000000,157.9
49.980000000,143.7
50.000000000,148.7
50.020000000,164.3
50.040000000,143.7
50.060000000,161.7
50.080000000,202.7
50.100000000,191.9
50.120000000,214.7
50.140000000,218.2
50.160000000,256.3
50.180000000,295.7
50.200000000,267.8
50.220000000,283.8
50.240000000,232.4
50.260000000,199.7
50.280000000,208.7
50.300000000,217.0
50.320000000,219.8
50.340000000,197.2
50.360000000,186.4
50.380000000,174.4
50.400000000,168.9
50.420000000,165.1
50.440000000,146.4
50.460000000,136.5
50.480000000,152.8
50.500000000,131.0
50.520000000,137.8
50.540000000,140.4
50.560000000,146.7
50.580000000,150.0
50.600000000,141.3
50.620000000,156.9
50.640000000,134.3
50.660000000,164.2
50.680000000,167.9
50.700000000,149.9
50.720000000,156.7
50.740000000,151.9
50.760000000,141.2
50.780000000,151.8
50.800000000,155.4
50.820000000,150.4
50.840000000,145.2
50.860000000,148.4
50.880000000,151.2
50.900000000,161.0
50.920000000,164.2
50.940000000,151.0
50.960000000,154.3
50.980000000,143.6
51.000000000,157.5
51.020000000,169.0
51.040000000,144.2
51.060000000,149.0
51.080000000,154.2
51.100000000,148.7
51.120000000,150.5
51.140000000,136.4
51.160000000,143.4
51.180000000,156.6
51.200000000,142.0
51.220000000,164.8
51.240000000,154.5
51.260000000,132.8
51.280000000,154.9
51.300000000,163.5
51.320000000,147.2
51.340000000,132.0
51.360000000,142.7
51.380000000,157.4
51.400000000,150.0
51.420000000,149.6
51.440000000,121.3
51.460000000,133.0
51.480000000,147.2
51.500000000,132.7
51.520000000,114.0
51.540000000,127.4
51.560000000,141.8
51.580000000,147.6
51.600000000,126.7
51.620000000,127.8
51.640000000,155.1
51.660000000,157.7
51.680000000,116.8
51.700000000,125.6
51.720000000,132.6
51.740000000,134.3
51.760000000,143.8
51.780000000,139.0
51.800000000,139.4
51.820000000,146.1
51.840000000,115.2
51.860000000,126.4
51.880000000,134.0
51.900000000,144.1
51.920000000,128.9
51.940000000,133.5
51.960000000,146.9
51.980000000,121.4
52.000000000,133.5
52.020000000,144.4
52.040000000,127.9
52.060000000,151.8
52.080000000,126.4
52.100000000,132.4
52.120000000,141.7
52.140000000,135.5
52.160000000,146.6
52.180000000,127.6
52.200000000,137.3
52.220000000,133.5
52.240000000,129.4
52.260000000,135.8
52.280000000,135.4
52.300000000,153.1
52.320000000,151.0
52.340000000,147.0
52.360000000,137.2
52.380000000,129.8
52.400000000,129.6
52.420000000,122.8
52.440000000,149.3
52.460000000,145.9
52.480000000,133.8
52.500000000,128.2
52.520000000,156.8
52.540000000,130.2
52.560000000,145.7
52.580000000,139.0
52.600000000,149.3
52.620000000,148.0
52.640000000,137.8
52.660000000,166.2
52.680000000,149.3
52.700000000,152.7
52.720000000,146.2
52.740000000,167.6
52.760000000,145.0
52.780000000,165.2
52.800000000,155.2
52.820000000,160.2
52.840000000,153.9
52.860000000,139.3
52.880000000,180.4
52.900000000,162.3
52.920000000,170.1
52.940000000,168.1
52.960000000,159.6
52.980000000,172.4
53.000000000,165.6
53.020000000,171.2
53.040000000,154.6
53.060000000,184.7
53.080000000,154.1
53.100000000,175.9
53.120000000,165.3
53.140000000,180.9
53.160000000,164.4
53.180000000,160.9
53.200000000,144.5
53.220000000,168.8
53.240000000,180.5
53.260000000,180.2
53.280000000,185.0
53.300000000,152.0
53.320000000,157.9
53.340000000,165.4
53.360000000,171.4
53.380000000,176.3
53.400000000,144.1
53.420000000,162.0
53.440000000,164.8
53.460000000,155.6
53.480000000,193.8
53.500000000,167.5
53.520000000,156.1
53.540000000,167.1
53.560000000,169.0
53.580000000,170.8
53.600000000,159.1
53.620000000,151.6
53.640000000,154.4
53.660000000,174.7
53.680000000,173.5
53.700000000,182.1
53.720000000,182.6
53.740000000,182.4
53.760000000,172.4
53.780000000,171.8
53.800000000,178.6
53.820000000,188.6
53.840000000,180.2
53.860000000,196.6
53.880000000,192.3
53.900000000,187.0
53.920000000,201.6
53.940000000,211.3
53.960000000,216.9
53.980000000,206.3
54.000000000,211.0
54.020000000,207.0
54.040000000,216.8
54.060000000,224.6
54.080000000,197.9
54.100000000,214.3
54.120000000,206.5
54.140000000,198.6
54.160000000,211.6
54.180000000,211.5
54.200000000,188.7
54.220000000,215.4
54.240000000,245.2
54.260000000,193.3
54.280000000,208.6
54.300000000,195.2
54.320000000,201.1
54.340000000,212.6
54.360000000,221.0
54.380000000,205.8
54.400000000,187.2
54.420000000,205.6
54.440000000,209.8
54.460000000,214.5
54.480000000,217.7
54.500000000,205.1
54.520000000,201.8
54.540000000,186.5
54.560000000,210.6
54.580000000,218.2
54.600000000,234.8
54.620000000,206.0
54.640000000,183.0
54.660000000,206.1
54.680000000,221.9
54.700000000,223.5
54.720000000,192.7
54.740000000,238.8
54.760000000,228.4
54.780000000,208.5
54.800000000,223.7
54.820000000,235.0
54.840000000,233.7
54.860000000,265.2
54.880000000,265.6
54.900000000,274.2
54.920000000,265.2
54.940000000,281.3
54.960000000,293.4
54.980000000,260.6
55.000000000,268.4
55.020000000,286.6
55.040000000,314.5
55.060000000,283.3
55.080000000,286.5
55.100000000,307.7
55.120000000,320.6
55.140000000,315.6
55.160000000,278.1
55.180000000,294.3
55.200000000,302.0
55.220000000,315.6
55.240000000,306.1
55.260000000,252.5
55.280000000,297.8
55.300000000,290.3
55.320000000,315.3
55.340000000,277.7
55.360000000,276.1
55.380000000,308.3
55.400000000,285.0
55.420000000,311.0
55.440000000,275.0
55.460000000,291.7
55.480000000,259.7
55.500000000,281.7
55.520000000,285.5
55.540000000,256.4
55.560000000,283.8
55.580000000,257.2
55.600000000,288.7
55.620000000,276.8
55.640000000,269.0
55.660000000,279.0
55.680000000,290.8
55.700000000,271.8
55.720000000,252.2
55.740000000,272.4
55.760000000,268.4
55.780000000,273.0
55.800000000,283.4
55.820000000,237.9
55.840000000,292.0
55.860000000,254.6
55.880000000,293.8
55.900000000,269.8
55.920000000,227.1
55.940000000,266.0
55.960000000,245.3
55.980000000,258.7
56.000000000,274.5
56.020000000,265.6
56.040000000,252.6
56.060000000,264.1
56.080000000,259.9
56.100000000,234.5
56.120000000,217.1
56.140000000,239.5
56.160000000,254.6
56.180000000,199.2
56.200000000,238.9
56.220000000,204.7
56.240000000,223.8
56.260000000,237.9
56.280000000,226.0
56.300000000,235.0
56.320000000,234.3
56.340000000,233.0
56.360000000,224.7
56.380000000,220.1
56.400000000,204.4
56.420000000,215.5
56.440000000,209.1
56.460000000,214.3
56.480000000,206.1
56.500000000,227.5
56.520000000,228.2
56.540000000,215.0
56.560000000,215.9
56.580000000,225.0
